domain,privacy_url,status,screenshot_file,title,text_length,error
integrative.sa,https://www.integrative.sa/privacy_policy/ar,success,integrative_sa.png,الصحة التكاملية - سياسة الخصوصية,6752,
internetsolutions.com.sa,https://is.net.sa/ar/privacy-policy/,success,internetsolutions_com_sa.png,سياسة الخصوصية | انترنت سوليوشنز وكالة تسويق رقمي,4189,
interpay.sa,https://www.interpay.sa/privacy-and-policy,success,interpay_sa.png,Privacy Policy | Interpay,4820,
intqal.sa,https://www.intqal.sa/?page_id=562,success,intqal_sa.png,سياسة الخصوصية » منصة انتقال,2861,
investaseel.sa,https://investaseel.sa/privacy-policy,success,investaseel_sa.png,سياسة الخصوصية وحماية البيانات | أصيل,8536,
investmadinah.sa,https://investmadinah.sa/home/Privacy,success,investmadinah_sa.png,استثمارات المدينة المنورة,9716,
investoreye.sa,http://investoreye.sa/demo/ar/%d8%b3%d9%8a%d8%a7%d8%b3%d8%a9-%d8%a7%d9%84%d8%ae%d8%b5%d9%88%d8%b5%d9%8a%d8%a9/,failed,,,0,HTTP 404
invisalign.com.sa,https://www.invisalign.com.sa/privacy-policy,success,invisalign_com_sa.png,سياسة الخصوصية | Invisalign,47834,
io.sa,https://io.sa/privacy-policy/,success,io_sa.png,التشغيل الدائم – Infinite Operation,9695,
ioc.com.sa,https://binomairah.com/privacy-policy,success,ioc_com_sa.png,Privacy Policy,11604,
ioit.sa,https://ioit.sa/,success,ioit_sa.png,واحة المعلومات – نحو عالم رقمي آمن,3717,
iotsquared.com.sa,https://iotsquared.com.sa/privacy.php?lng=en,success,iotsquared_com_sa.png,iot squared - Privacy Policy,3610,
ipa.edu.sa,https://www.ipa.edu.sa:443/ar,success,ipa_edu_sa.png,الصفحة الرئيسية,4158,
ipack.com.sa,https://ipack.com.sa/en/privacy-policy/,success,ipack_com_sa.png,ipack Privacy Policy - iPack,3846,
ipi.com.sa,https://ipi.com.sa/page/4/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9_%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9,success,ipi_com_sa.png,معهد رواد مبادرين العالي للتدريب,10711,
ipi.sa,https://ipi.com.sa/page/4/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9_%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9,success,ipi_sa.png,معهد رواد مبادرين العالي للتدريب,10711,
ipsa.edu.sa,https://ipsa.edu.sa/privacy-policy/,success,ipsa_edu_sa.png,Privacy Policy - IPSA - International Philippine School in Al-Khobar,11160,
iq.com.sa,https://iq.com.sa/privacy-policy/,success,iq_com_sa.png,Privacy Policy – Innovation Quadrant,2622,
iqe.sa,https://iqe.sa/privacy-policy/,success,iqe_sa.png,سياسة الخصوصية – مؤسسة الجودة والتميز الدولية,2147,
irf.com.sa,https://irf.com.sa/privacy-policy/,success,irf_com_sa.png,Privacy-Policy - Industrial Resin Factory,2771,
ironhouse.sa,https://ironhouse.sa/privacy-policy/,success,ironhouse_sa.png,Privacy Policy - IRON HOUSE,1811,
ironmarket.sa,https://ironmarket.sa/blogs/%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9,success,ironmarket_sa.png,الخصوصية,3676,
irqacoop.org.sa,https://irqacoop.org.sa/policy/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/,success,irqacoop_org_sa.png,سياسة الخصوصية – الجمعية التعاونية بعرقة,483,
is.net.sa,https://is.net.sa/ar/privacy-policy/,success,is_net_sa.png,سياسة الخصوصية | انترنت سوليوشنز وكالة تسويق رقمي,4189,
iscc.sa,https://iscc.sa/privacy-policy/,success,iscc_sa.png,Privacy Policy – ISCC,420,
ise.sa,https://ise.sa/privacy-statement.html,success,ise_sa.png,Privacy Statement,22536,
isg.com.sa,https://isg.com.sa/privacy-policy/,success,isg_com_sa.png,Privacy Policy – Industrial Systems Group,4488,
isg.edu.sa,https://www.isg.edu.sa/privacy-policy,success,isg_edu_sa.png,Privacy Policy | International Schools Group (ISG),3111,
ish.sa,https://ibraheemhabib.sa/privacypolicy/,success,ish_sa.png,سياسة الخصوصية - موقع م. إبراهيم حبيب,2845,
ishield.sa,https://ishield.sa/privacy-policy/,success,ishield_sa.png,سياسة الخصوصية - شركة العناية الفائقة,4325,
ishraqh.sa,https://ishraqh.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/,success,ishraqh_sa.png,جمعية إشراقة | سياسة الخصوصية,572,
isibraheem.sa,https://isibraheem.sa/privacy_policy/,success,isibraheem_sa.png,سياسة الخصوصية - مكتبة إبراهيم حبيب الرقمية,2068,
islamiccontent.org.sa,https://islamiccontent.org/,success,islamiccontent_org_sa.png,جمعية خدمة المحتوى الإسلامي باللغات,4540,
isnaad.sa,https://isnaad.sa/privacy,failed,,,0,HTTP 404
isolution.sa,https://www.isolution.sa/privacy-policy/,success,isolution_sa.png,Privacy Policy - Ismena website,6342,
isolutions.sa,https://www.isolutions.sa/privacy-policy/,success,isolutions_sa.png,Privacy Policy - Ismena website,6342,
ispc.com.sa,https://www.ispc.com.sa/Privacy-Policy.aspx,success,ispc_com_sa.png,Privacy Policy | ISPC,4996,
istenbat.com.sa,https://istenbat.com.sa/privacy,failed,,,0,HTTP 404
it.com.sa,https://it.com.sa/privacy-policy-2/,success,it_com_sa.png,سياسة الخصوصية - اتقان لتقنية المعلومات,0,
itb.com.sa,https://itb.com.sa/privacy-policy.html,success,itb_com_sa.png,Privacy Policy,891,
itba.gov.sa,https://itba.gov.sa/privacy-policy/,success,itba_gov_sa.png,سياسة الخصوصية,7777,
itbag.sa,https://itbag.sa/confidentiality_conditions,success,itbag_sa.png,Politique de Confidentialité - IT DIGITAL BAG,725,
itbuilders.com.sa,https://itbuilders.com.sa/ar/about#about-subhero,success,itbuilders_com_sa.png,IT Builders - We Transform Your Vision,3632,
itc.edu.sa,https://itc.edu.sa/privacy_policy.php,failed,,,0,HTTP 404
ithraa.sa,https://ithraa.sa/privacy-policy/,success,ithraa_sa.png,سياسة الخصوصية - إثراء المتون,4443,
itis.com.sa,https://www.itis.com.sa/privacy-policy.php,failed,,,0,HTTP 404
itk.sa,https://itk.sa/privacy-policy/,success,itk_sa.png,سياسة-الخصوصية - مؤسسة العلم التقني,3742,
itmam.org.sa,https://itmam.org.sa/page/privacy-policy,success,itmam_org_sa.png,سياسة الخصوصية | إتمام لخدمة الحجاج والمعتمرين,4611,
itmam.sa,https://itmam.sa/ar/privacy-policy,success,itmam_sa.png,شركة الإتمام الاستشارية - سياسة الخصوصية,1664,
itqaan.sa,https://awazel-alsafrrat.com.sa/privacy-policy/,success,itqaan_sa.png,سياسة الخصوصية,5309,
itqan.edu.sa,https://itqan.edu.sa/en/privacy-policy/,success,itqan_edu_sa.png,Privacy Policy - ITQAN,4076,
ittihadclub.sa,https://www.ittihadclub.sa/ar/privacy-policy,success,ittihadclub_sa.png,سياسة الخصوصية | نادي الاتحاد السعودي,11794,
iu.edu.sa,https://iu.edu.sa/university-privacy-notice,success,iu_edu_sa.png,الجامعة الإسلامية بالمدينة المنورة,2102,
ivy.sa,https://ivy.sa/,success,ivy_sa.png,آيڤي العقارية,1129,
iwac.com.sa,https://iwac.com.sa/privacy/,success,iwac_com_sa.png,Privacy Policy – IWAC,8899,
iwpet.com.sa,https://iwpet.com.sa/pages/privacy-policy,success,iwpet_com_sa.png,سياسة الخصوصية,2125,
ixina.sa,https://www.ixina.sa/ar/privacy-policy,success,ixina_sa.png,سياسة حماية البيانات,14945,
iz.com.sa,https://iz.com.sa/ar/userprivacy,success,iz_com_sa.png,سياسة الخصوصية,13157,
jabalomar.com.sa,https://jabalomar.com.sa/en/privacy-policy/,success,jabalomar_com_sa.png,Jaba Omar Privacy Policy - Jaba Omar,4017,
jabber.sa,https://jabber.sa/privacy-policy,success,jabber_sa.png,JABBER.SA | Free private XMPP chat service,9082,
jacadi.sa,https://www.jacadi.sa/ar/content/11-privacy-policy,success,jacadi_sa.png,سياسة الخصوصية,16297,
jacr.com.sa,https://contractresources.com/privacy-policy/,success,jacr_com_sa.png,Privacy Policy – Contract Resources,7033,
jada.com.sa,https://www.jada.com.sa/privacy-policy,success,jada_com_sa.png,JADA Fund of Funds | Privacy Policy,6030,
jadan.sa,https://www.jadan.sa/privacy-policy,failed,,Privacy policy,0,"Page.screenshot: Timeout 10000ms exceeded.
Call log:
  - taking page screenshot
"
jadarah.sa,https://jadarah.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%AD%D9%85%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%84%D8%B4%D8%AE%D8%B5%D9%8A%D8%A9/,success,jadarah_sa.png,سياسة حماية البيانات الشخصية – شركة جدارة لتحصيل ديون جهات التمويل,17269,
jai.sa,https://www.jai.sa/privacy-policy/,success,jai_sa.png,Privacy Policy | Jai,2099,
jak.sa,https://jak.sa/privacy-policy,success,jak_sa.png,Privacy Policy | jak App,4974,
jaleesa.sa,https://jaleesa.sa/privacy/,success,jaleesa_sa.png,سياسة الخصوصية | حضانة أطفال في كل مكان,551,
jaleyatqtif.org.sa,https://www.jaleyatqtif.org.sa/privacy-policy/,success,jaleyatqtif_org_sa.png,سياسة الخصوصية | جمعية الدعوة و الإرشاد وتوعية الجاليات بمحافظة القطيف,3488,
jama.com.sa,https://jama.com.sa/privacy,success,jama_com_sa.png,سياسة الخصوصية,3239,
janatrading.com.sa,https://janatrading.com.sa/privacy,failed,,,0,HTTP 404
jannat.com.sa,https://jannat.com.sa/index.php/privacy-policy/index,success,jannat_com_sa.png,Jannat,2828,
japa.sa,https://japa.sa/privacy,success,japa_sa.png,سياسة الخصوصية,4669,
jara.sa,https://jara.sa/pages/privacy-policy,failed,,,0,HTTP 404
jardinoleane.sa,https://jardinoleane.sa/en/privacy-policy-and-Condition/page-587760417,success,jardinoleane_sa.png,سياسة الإستخدام والخصوصية - جاردن اوليان,9037,
jari.com.sa,https://jari.com.sa/privacy,success,jari_com_sa.png,سياسة الخصوصية - منصة جاري,7181,
jarir.sa,https://jarir.sa/customer-care/privacy-policy,failed,,,0,HTTP 404
jawdah.sa,https://jawdah.sa/privacy-policy/,success,jawdah_sa.png,Privacy Policy - Jawdah,1367,
jaww.sa,https://jaww.sa/pages/privacy-policy,success,jaww_sa.png,سياسة الخصوصية,2518,
jay.sa,https://jay.sa/privacy,success,jay_sa.png,جاي,3510,
jayla.sa,https://jayla.sa/pages/privacy-policy,success,jayla_sa.png,سياسة الخصوصية,3350,
jazadco.com.sa,https://jazadco.com.sa/privacy-policy/,success,jazadco_com_sa.png,Jazadco | جازادكو | Privacy Policy,292,
jazan.sa,https://jazan.sa/ar/Pages/PrivacyPolicy.aspx,success,jazan_sa.png,بوابة أمانة منطقة جازان | سياسة الخصوصية,3859,
jazeel.med.sa,https://jazeel.med.sa/pages/privacy-policy,failed,,,0,HTTP 404
jazera.sa,https://jazera.sa/privacy/,success,jazera_sa.png,Privacy - ALJAZERA,455,
jazl.com.sa,https://jazl.com.sa/privacy-policy/,success,jazl_com_sa.png,سياسة الخصوصية - مكتب جازل للاستقدام,756,
jbhrah.org.sa,https://www.jbhrah.org.sa/privacy-policy/,success,jbhrah_org_sa.png,سياسة الخصوصية | الجمعية الخيرية ببحرة (يُسر),3402,
jcsa.sa,https://jcsa.sa/en/jcsa/privacy-policy/,success,jcsa_sa.png,Privacy Policy,5944,
jdar.sa,https://jdar.sa/,success,jdar_sa.png,جدار - التسجيل,1427,
jdc.org.sa,https://jdc.org.sa/privacy-policy/,success,jdc_org_sa.png,سياسة الخصوصية - جمعية الدعوة بالجبيل,2330,
jdc.sa,https://jdc.sa/ar/privacy-policy/,success,jdc_sa.png,Privacy Policy - Jeddah Destination,3865,
jdco.com.sa,https://jdco.com.sa/privacy-policy/,failed,,,0,HTTP 404
jdmarat.sa,https://www.jdmarat.sa/privacy/,success,jdmarat_sa.png,جمعية الدعوة والإرشاد وتوعية الجاليات بمحافظة مرات,2697,
jeddahalbalad.sa,https://jeddahalbalad.sa/privacy-policy,success,jeddahalbalad_sa.png,Privacy Policy - Jeddah Historic District,6901,
jeddahclub.sa,https://jeddahclub.sa/privacy-policy/,success,jeddahclub_sa.png,سياسة الخصوصية – نادي جدة,2685,
jenan.com.sa,https://jenan.sa/privacy-policy-tc/,success,jenan_com_sa.png,Privacy Policy & T&C - Jenan,473,
jenan.sa,https://jenan.sa/privacy-policy-tc/,success,jenan_sa.png,Privacy Policy & T&C - Jenan,473,
jetk.sa,https://jetk.sa/privacy-policy/,success,jetk_sa.png,JETK,734,
jevan.sa,https://jevan.sa/en/privacy-policy/,success,jevan_sa.png,Privacy Policy - Jevan,12252,
jevent.sa,https://jevent.sa/privacy-policy/,success,jevent_sa.png,Privacy Policy – JEVENT,4194,
jewel.com.sa,https://jewel.com.sa/privacy-policy/,success,jewel_com_sa.png,سياسية الخصوصية – شركة الجوهرة المتحدة للمصاعد,540,
jex.sa,https://jex.sa/pages/2-%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9,success,jex_sa.png,JEX,1683,
jff.com.sa,https://jff.com.sa/product-category/privacy-units/,success,jff_com_sa.png,Privacy Units Archives - JERAISY FURNITURE FACTORY,1048,
jks.edu.sa,https://www.jks.edu.sa/privacy-policy/,success,jks_edu_sa.png,Privacy Policy – Jeddah Knowledge International School – مدرسة المعرفة العالمية بجدة,29470,
jme.sa,https://jme.sa/privacy-policy/,success,jme_sa.png,Privacy policy - JME Advertainment,0,
jmp.sa,https://www.jmp.sa/?page_id=3,success,jmp_sa.png,سياسة الخصوصية - مطابع جنى المصيف,4214,
jnc.sa,https://jnc.sa/privacy-policy/,success,jnc_sa.png,Privacy Policy,1942,
jnm.sa,https://jnm.sa/,success,jnm_sa.png,جريش ومندي | أشهى الجريش و المندي في السعودية – استلام من الفرع,2347,
jobsinsaudi.sa,https://jobsinsaudi.sa/PrivacyPolicy,success,jobsinsaudi_sa.png,Jobs in Saudi,10183,
jobz.sa,https://jobz.sa/privacy,success,jobz_sa.png,جوبزي - ابحث عن وظيفة أحلامك مع جوبزي، منصة انشاء سيرة ذاتية و بحث عن الوظائف بتقنية الذكاء الاصطناعي,14629,
jodclinic.sa,https://jodclinic.sa/privacy-policy/,success,jodclinic_sa.png,سياسة الخصوصية - Jod Clinic,2452,
join.sa,https://join.sa/privacy-policy/,success,join_sa.png,JOIN Solutions|Recruitment and LinkedIn Services in MENA,3559,
jom.sa,https://jom.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9-11/,success,jom_sa.png,سياسة الخصوصية - جوم للمقاولات المعمارية,4174,
joodeskan.sa,https://joodeskan.sa/privacy-policy,success,joodeskan_sa.png,جود الإسكان | سياسة الخصوصية,4435,
jorn.sa,https://jorn.sa/pages/privacy-policy,success,jorn_sa.png,سياسة الخصوصية,2972,
joshen.sa,https://joshen.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9,success,joshen_sa.png,سياسة الخصوصية - جوشن,3541,
joyawards.sa,https://joyawards.sa/ar/privacy-policy,success,joyawards_sa.png,Joy Awards,3092,
jozo.sa,https://jozo.sa/ar/privacy,success,jozo_sa.png,Jozo | سياسة الخصوصية,2730,
jrac.com.sa,https://jrac.com.sa/en/node/3523,success,jrac_com_sa.png,سياسة الخصوصية | Aljabr Rent A Car,18747,
js.sa,https://js.sa/pages/privacy,success,js_sa.png,Privacy Policy,239,
jsr.com.sa,https://jsr.com.sa/,success,jsr_com_sa.png,jsr.com.sa,2974,
jst.sa,https://jst.sa/blogs/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9,success,jst_sa.png,سياسة الخصوصية,6727,
jtex.sa,https://jtex.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/,success,jtex_sa.png,سياسة الخصوصية | جيتكس للنقل الفاخر الذكى,2461,
juicetime.com.sa,https://www.juicetime.com.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/,success,juicetime_com_sa.png,سياسة الخصوصية - JuiceTime,3885,
juiceworld.com.sa,https://juiceworld.com.sa/en/privacy-policy/,success,juiceworld_com_sa.png,Privacy Policy – Juiceworld,14122,
juman.edu.sa,https://juman.edu.sa/privacy-policy/,success,juman_edu_sa.png,سياسة الخصوصية – جمعية جمان التعليمية,1035,
jury.sa,https://jury.sa/pages/privacy-policy,success,jury_sa.png,سياسة الخصوصية,2027,
jusoor.com.sa,https://jusoor.com.sa/privacy-policy/,success,jusoor_com_sa.png,سياسة الخصوصية - جسور الدولية للتقنية والتسويق,3369,
justice.sa,https://justice.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D9%87/,success,justice_sa.png,سياسة الخصوصيه – Justice – جستس,5949,
justlife.sa,https://www.justlife.com:443/en-AE/privacy,success,justlife_sa.png,Privacy Policy | Justlife UAE,10685,
juva.com.sa,https://www.juva.com.sa/privacy-policy,success,juva_com_sa.png,سياسة الخصوصية | عيادات جوفا,9288,
jx.sa,https://jx.sa/spages/privacy.html,success,jx_sa.png,Jomlah Express - الجملة السريعه,8342,
kaauh.edu.sa,https://www.kaauh.edu.sa/privacy-policy,failed,,,0,"Page.goto: net::ERR_CONNECTION_CLOSED at https://www.kaauh.edu.sa/privacy-policy
Call log:
  - navigating to ""https://www.kaauh.edu.sa/privacy-policy"""
kacs.sa,https://www.kacs.sa/pages/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA2024/,failed,,,0,Page.goto: net::ERR_CONNECTION_CLOSED at https://www.kacs.sa/pages/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9-%D8%A7%D9%84%D8
kadasa.com.sa,https://kadasa.com.sa/privacy-policy/,failed,,,0,"Page.goto: net::ERR_CONNECTION_CLOSED at https://kadasa.com.sa/privacy-policy/
Call log:
  - navigating to ""https://kadasa.com.sa/privacy-policy/"", wa"
kaddourah.sa,https://www.cpanel.net/privacy-policy/,failed,,,0,"Page.goto: net::ERR_CONNECTION_CLOSED at https://www.cpanel.net/privacy-policy/
Call log:
  - navigating to ""https://www.cpanel.net/privacy-policy/"", "
kaf.com.sa,https://kafiil.com/p/privacy-policy,failed,,,0,"Page.goto: net::ERR_CONNECTION_CLOSED at https://kafiil.com/p/privacy-policy
Call log:
  - navigating to ""https://kafiil.com/p/privacy-policy"", waitin"
kafaa.com.sa,https://www.kafaa.com.sa/privacy,failed,,,0,"Page.goto: net::ERR_CONNECTION_CLOSED at https://www.kafaa.com.sa/privacy
Call log:
  - navigating to ""https://www.kafaa.com.sa/privacy"", waiting unti"
kafeef.sa,https://www.kafeef.sa/privacy-policy/,failed,,,0,"Page.goto: net::ERR_CONNECTION_CLOSED at https://www.kafeef.sa/privacy-policy/
Call log:
  - navigating to ""https://www.kafeef.sa/privacy-policy/"", wa"
kafeel.sa,https://kafeel.sa/privacy/,failed,,,0,"Page.goto: net::ERR_CONNECTION_CLOSED at https://kafeel.sa/privacy/
Call log:
  - navigating to ""https://kafeel.sa/privacy/"", waiting until ""domconten"
kag-school.edu.sa,https://palegreen-raven-529484.hostingersite.com/privacy-policy/,failed,,,0,"Page.goto: net::ERR_CONNECTION_CLOSED at https://palegreen-raven-529484.hostingersite.com/privacy-policy/
Call log:
  - navigating to ""https://palegre"
kahatain.org.sa,https://www.kahatain.org.sa/privacy-policy/,failed,,,0,"Page.goto: net::ERR_CONNECTION_CLOSED at https://www.kahatain.org.sa/privacy-policy/
Call log:
  - navigating to ""https://www.kahatain.org.sa/privacy-"
kai.sa,https://kai.sa/pages/privacy-policy,failed,,,0,"Page.goto: net::ERR_CONNECTION_CLOSED at https://kai.sa/pages/privacy-policy
Call log:
  - navigating to ""https://kai.sa/pages/privacy-policy"", waitin"
kaia.sa,https://www.kaia.sa/en/Privacy-Policy,failed,,,0,"Page.goto: net::ERR_CONNECTION_CLOSED at https://www.kaia.sa/en/Privacy-Policy
Call log:
  - navigating to ""https://www.kaia.sa/en/Privacy-Policy"", wa"
kama.sa,https://kama.sa/privacy/,success,kama_sa.png,Privacy Policy - KAMA,1855,
kamco.sa,https://kamco.sa/,success,kamco_sa.png,شركة كم القابضة,3084,
kamcoinvest.com.sa,https://kamcoinvest.com.sa/ar/content/privacy-policy,success,kamcoinvest_com_sa.png,سياسة الخصوصية | Kamco Invest Saudi,2413,
kamel.sa,https://kamel.tech/home/privacy,success,kamel_sa.png,كامل للتقنيات | Kamel Technologies,4852,
kandmore.sa,https://kandmore.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/,success,kandmore_sa.png,سياسة الخصوصية - K & More ك اند مور,6131,
karam.org.sa,https://www.karam.org.sa/privacy-policy/,success,karam_org_sa.png,سياسة الخصوصية | جمعية كرم الأهلية,3427,
karasi.sa,https://karasi.sa/pages/privacy-policy,failed,,,0,HTTP 404
karaz.com.sa,https://karaz.com.sa/privacy-policy/,success,karaz_com_sa.png,Privacy Policy - Karaz Store,16266,
karezmi.edu.sa,https://karezmi.edu.sa/privacy-policy-ar/,success,karezmi_edu_sa.png,سياسة الخصوصية | مدارس الخوارزمي,4316,
kart.sa,https://www.kart.sa/privacy-policy,success,kart_sa.png,سياسة الخصوصية - كرت,2134,
kashcool.com.sa,https://kashcool.com.sa/privacy-policy-arabic,success,kashcool_com_sa.png,Kashcool Education,1837,
katespade.com.sa,https://www.katespade.sa/pages/privacy-policy,success,katespade_com_sa.png,سياسة الخصوصية – Kate Spade Saudi Arabia,5550,
katespade.sa,https://www.katespade.sa/pages/privacy-policy,success,katespade_sa.png,سياسة الخصوصية – Kate Spade Saudi Arabia,5550,
kau.edu.sa,https://kau.edu.sa/ar,success,kau_edu_sa.png,الرئيسية,4124,
kaust.edu.sa,https://www.kaust.edu.sa/en/privacy-notice/website-users,success,kaust_edu_sa.png,Website Users | King Abdullah University,9562,
kayak.sa,https://www.kayak.sa/privacy,success,kayak_sa.png,KAYAK - سياسة الخصوصية,59512,
kayl.org.sa,https://www.kayl.org.sa/privacy-policy/,success,kayl_org_sa.png,سياسة الخصوصية | الجمعية الخيرية لمكافحة السمنة كيل,4027,
kbm.sa,https://kbm.sa/privacy-policy-2/,success,kbm_sa.png,Privacy Policy – KBM TECH ALBARR SOLUTION CO. LTD.,4242,
kc.edu.sa,https://kc.edu.sa/Privacy-Policy/?p=5,success,kc_edu_sa.png,سياسة الخصوصية,1539,
kcci.org.sa,https://kcci.org.sa/privacy-policy/,success,kcci_org_sa.png,Privacy Policy - الغرفة التجارية بالخرج,4479,
kcg.sa,https://kcg.sa/privacy-policy,success,kcg_sa.png,سياسة الخصوصية,4040,
kch.sa,https://kch.sa/privacy-policy/,success,kch_sa.png,Privacy Policy - Kings College London Hospital - Jeddah SA,5447,
kco.sa,https://kco.sa/pages/show/63/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9-%D9%88%D8%AD%D9%85%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA,success,kco_sa.png,سياسة الخصوصية وحماية البيانات الكريديس,1240,
kdc.sa,https://kdc.sa/ar/%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/page-1715603269,success,kdc_sa.png,الخصوصية - تمور المملكة,1871,
kdl.com.sa,https://kdl.com.sa/privacy,success,kdl_com_sa.png,,3765,
kdl.sa,https://kdl.com.sa/privacy,success,kdl_sa.png,,3765,
keba.sa,https://keba.sa/pages/privacy-policy,success,keba_sa.png,سياسة الخصوصية,1422,
keel.sa,https://keel.sa/,success,keel_sa.png,Saudi Keel,10663,
keen.com.sa,https://www.keen.com.sa/privacy-policy,success,keen_com_sa.png,Laravel,4712,
keesafety.sa,https://app.enzuzo.com/policies/privacy/2def38ca-67b3-11f0-8a23-f34d599d1c72,success,keesafety_sa.png,,15102,
keld.sa,http://keld.sa/assets/files/KELD,failed,,,0,HTTP 404
kenan.edu.sa,https://kenan.edu.sa/about.php?menu_id=2&submenu_id=6,success,kenan_edu_sa.png,منصة كنان التعليمية | من نحن,8891,
keto.sa,https://keto.sa/privacy,success,keto_sa.png,الصفحة الرئيسية – كيتوبيا,1001,
kfca.com.sa,https://kfca.sa,success,kfca_com_sa.png,المؤسسة العامة لجسر الملك فهد,3113,
kfca.sa,https://kfca.sa/ar/privacy-policy#intro,success,kfca_sa.png,سياسة الخصوصية,13570,
kff.sa,https://www.kff.com/ar/privacy-policy/,success,kff_sa.png,سياسة الخصوصية – مؤسسة الملك فيصل الخيرية,3017,
kfmc.med.sa,https://www.kfmc.med.sa/EN/Electronic/Pages/PrivacyPolicy.aspx,success,kfmc_med_sa.png,Pages - Privacy Policy,7447,
kfshi.com.sa,https://kfshi.com.sa/ar-sa/Privacy,success,kfshi_com_sa.png,سياسة الخصوصية,2240,
kfshrc.edu.sa,https://www.kfshrc.edu.sa/en/about/privacy-policy,success,kfshrc_edu_sa.png,Privacy Policy,8908,
kfupm.edu.sa,https://kfupm.edu.sa/privacy-policy,success,kfupm_edu_sa.png,Privacy Policy,7400,
kg.sa,http://www.kg.sa/ar/privacy,success,kg_sa.png,Privacy Policy | Keffah Group,1265,
kgm.sa,https://kgm.sa/privacy_policy,success,kgm_sa.png,Privacy Policy,2568,
kh1-ksa.sa,https://kh1-ksa.sa/Home/Privacy,success,kh1-ksa_sa.png,خطابة السعودية الأولى,7121,
khadamaty.sa,https://khadamaty.sa/privacy-policy,success,khadamaty_sa.png,خدماتي - سياسة الخصوصية,284,
khafif.com.sa,https://khafif.com.sa/privacy,success,khafif_com_sa.png,Privacy Policy | Khafif,1039,
khair-d.sa,https://khair-d.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-3/,success,khair-d_sa.png,سياسة خصوصية البيانات – جمعية البر الأهلية بالذيبية,633,
khaleej.med.sa,https://khaleej.med.sa/privacy-policy-2/,success,khaleej_med_sa.png,Privacy Policy – مجمع الخليج الطبي,15365,
khalejauto.sa,http://khalejauto.sa/policy,success,khalejauto_sa.png,سياسة الخصوصية - خليج أوتو,408,
khalij.sch.sa,https://khalij.sch.sa/privacy-policy/,success,khalij_sch_sa.png,سياسة الخصوصية - مدارس الخليج الأهلية للبنين,10111,
